qid,n_words,t_suf_global,phi_suf_global,t_suf_perq,phi_suf_perq
test1684,8,7,0.875,7,0.875
test1685,9,3,0.3333,3,0.3333
test1686,8,6,0.75,6,0.75
test1687,10,8,0.8,8,0.8
test1688,8,7,0.875,7,0.875
test1689,10,4,0.4,4,0.4
test1690,10,4,0.4,4,0.4
test1691,8,4,0.5,3,0.375
test1692,11,9,0.8182,,
test1693,15,6,0.4,6,0.4
test1694,9,4,0.4444,5,0.5556
test1695,8,4,0.5,4,0.5
test1696,8,6,0.75,7,0.875
test1697,11,1,0.0909,1,0.0909
test1698,8,5,0.625,5,0.625
test1699,9,3,0.3333,3,0.3333
test1700,10,6,0.6,5,0.5
test1701,8,4,0.5,4,0.5
test1702,9,5,0.5556,5,0.5556
test1703,8,8,1.0,5,0.625
test1704,7,7,1.0,7,1.0
test1705,11,2,0.1818,1,0.0909
test1706,9,6,0.6667,6,0.6667
test1707,8,4,0.5,4,0.5
test1708,8,1,0.125,1,0.125
test1709,8,4,0.5,4,0.5
test1710,9,,,,
test1711,8,3,0.375,4,0.5
test1712,8,4,0.5,4,0.5
test1713,11,3,0.2727,3,0.2727
test1714,8,3,0.375,3,0.375
test1715,9,6,0.6667,5,0.5556
test1716,9,3,0.3333,3,0.3333
test1717,9,8,0.8889,8,0.8889
test1718,9,9,1.0,9,1.0
test1719,10,4,0.4,4,0.4
test1720,12,4,0.3333,4,0.3333
test1721,8,8,1.0,8,1.0
test1722,13,6,0.4615,6,0.4615
test1723,14,12,0.8571,13,0.9286
test1724,9,1,0.1111,1,0.1111
test1725,9,9,1.0,9,1.0
test1726,8,7,0.875,7,0.875
test1727,9,5,0.5556,5,0.5556
test1728,9,7,0.7778,7,0.7778
test1729,8,1,0.125,1,0.125
test1730,9,5,0.5556,5,0.5556
test1731,14,14,1.0,14,1.0
test1732,11,3,0.2727,3,0.2727
test1733,8,5,0.625,3,0.375
test1734,8,3,0.375,3,0.375
test1735,13,11,0.8462,12,0.9231
test1736,9,7,0.7778,7,0.7778
test1737,10,6,0.6,7,0.7
test1738,8,5,0.625,5,0.625
test1739,8,4,0.5,5,0.625
test1740,9,9,1.0,9,1.0
test1741,12,2,0.1667,2,0.1667
test1742,8,7,0.875,7,0.875
test1743,12,9,0.75,2,0.1667
test1744,11,5,0.4545,5,0.4545
test1745,9,5,0.5556,1,0.1111
test1746,13,5,0.3846,5,0.3846
test1747,10,4,0.4,4,0.4
test1748,8,6,0.75,3,0.375
test1749,8,,,,
test1750,9,,,,
test1751,8,3,0.375,1,0.125
test1752,8,5,0.625,5,0.625
test1753,9,6,0.6667,8,0.8889
test1754,9,4,0.4444,4,0.4444
test1755,8,4,0.5,4,0.5
test1756,13,6,0.4615,5,0.3846
test1757,8,,,,
test1758,7,7,1.0,,
test1759,9,2,0.2222,2,0.2222
test1760,9,5,0.5556,5,0.5556
test1761,8,3,0.375,3,0.375
test1762,9,,,,
test1763,8,6,0.75,6,0.75
test1764,8,1,0.125,1,0.125
test1765,13,3,0.2308,3,0.2308
test1766,8,5,0.625,5,0.625
test1767,8,5,0.625,5,0.625
test1768,8,,,,
test1769,8,,,,
test1770,8,7,0.875,7,0.875
test1771,8,,,,
test1772,8,2,0.25,2,0.25
test1773,9,3,0.3333,5,0.5556
test1774,8,,,,
test1775,10,,,5,0.5
test1776,9,7,0.7778,7,0.7778
test1777,8,4,0.5,4,0.5
test1778,12,7,0.5833,11,0.9167
test1779,7,4,0.5714,4,0.5714
test1780,8,8,1.0,8,1.0
test1781,8,5,0.625,5,0.625
test1782,8,,,,
test1783,8,3,0.375,3,0.375
test1784,8,3,0.375,3,0.375
test1785,8,6,0.75,6,0.75
test1786,15,1,0.0667,1,0.0667
test1787,8,,,,
test1788,8,6,0.75,6,0.75
test1789,10,6,0.6,8,0.8
test1790,11,7,0.6364,7,0.6364
test1791,9,3,0.3333,3,0.3333
test1792,8,4,0.5,4,0.5
test1793,15,6,0.4,6,0.4
test1794,8,4,0.5,4,0.5
test1795,8,5,0.625,5,0.625
test1796,9,8,0.8889,8,0.8889
test1797,8,4,0.5,4,0.5
test1798,9,6,0.6667,6,0.6667
test1799,9,7,0.7778,7,0.7778
test1800,8,6,0.75,3,0.375
test1801,13,3,0.2308,2,0.1538
test1802,11,8,0.7273,8,0.7273
test1803,9,9,1.0,7,0.7778
test1804,8,,,,
test1805,8,3,0.375,3,0.375
test1806,8,7,0.875,7,0.875
test1807,12,11,0.9167,11,0.9167
test1808,9,5,0.5556,5,0.5556
test1809,8,3,0.375,3,0.375
test1810,8,,,,
test1811,13,1,0.0769,1,0.0769
test1812,8,,,,
test1813,8,3,0.375,4,0.5
test1814,8,7,0.875,7,0.875
test1815,8,2,0.25,2,0.25
test1816,8,8,1.0,8,1.0
test1817,11,6,0.5455,8,0.7273
test1818,9,,,,
test1819,8,7,0.875,1,0.125
test1820,10,,,,
test1821,10,10,1.0,,
test1822,11,3,0.2727,3,0.2727
test1823,8,2,0.25,2,0.25
test1824,10,,,,
test1825,9,8,0.8889,8,0.8889
test1826,8,7,0.875,7,0.875
test1827,9,,,7,0.7778
test1828,12,,,,
test1829,10,3,0.3,3,0.3
test1830,11,,,,
test1831,8,5,0.625,5,0.625
test1832,8,,,,
test1833,10,3,0.3,3,0.3
test1834,11,8,0.7273,9,0.8182
test1835,9,,,,
test1836,8,8,1.0,8,1.0
test1837,10,6,0.6,6,0.6
test1838,8,,,,
test1839,8,8,1.0,,
test1840,8,7,0.875,7,0.875
test1841,9,8,0.8889,6,0.6667
test1842,9,6,0.6667,6,0.6667
test1843,9,7,0.7778,3,0.3333
test1844,8,1,0.125,1,0.125
test1845,10,,,,
test1846,14,4,0.2857,4,0.2857
test1847,8,5,0.625,3,0.375
test1848,8,4,0.5,3,0.375
test1849,8,5,0.625,5,0.625
test1850,8,8,1.0,7,0.875
test1851,10,5,0.5,5,0.5
test1852,10,10,1.0,10,1.0
test1853,8,5,0.625,5,0.625
test1854,9,4,0.4444,4,0.4444
test1855,8,5,0.625,5,0.625
test1856,12,8,0.6667,8,0.6667
test1857,8,4,0.5,4,0.5
test1858,10,9,0.9,4,0.4
test1859,10,6,0.6,5,0.5
test1860,8,4,0.5,4,0.5
test1861,9,3,0.3333,3,0.3333
test1862,8,3,0.375,3,0.375
test1863,11,2,0.1818,2,0.1818
test1864,13,4,0.3077,5,0.3846
test1865,8,7,0.875,7,0.875
test1866,8,5,0.625,5,0.625
test1867,10,7,0.7,9,0.9
test1868,9,1,0.1111,1,0.1111
test1869,9,5,0.5556,5,0.5556
test1870,8,1,0.125,1,0.125
test1871,8,5,0.625,5,0.625
test1872,8,,,,
test1873,11,,,,
test1874,9,2,0.2222,2,0.2222
test1875,8,5,0.625,5,0.625
test1876,9,5,0.5556,5,0.5556
test1877,12,7,0.5833,7,0.5833
test1878,11,7,0.6364,7,0.6364
test1879,9,1,0.1111,1,0.1111
test1880,9,7,0.7778,7,0.7778
test1881,8,3,0.375,3,0.375
test1882,8,7,0.875,7,0.875
test1883,11,,,,
test1884,10,6,0.6,6,0.6
test1885,8,4,0.5,4,0.5
test1886,9,8,0.8889,8,0.8889
test1887,8,3,0.375,2,0.25
test1888,8,4,0.5,4,0.5
test1889,8,5,0.625,5,0.625
test1890,9,6,0.6667,6,0.6667
test1891,12,8,0.6667,10,0.8333
test1892,9,3,0.3333,3,0.3333
test1893,9,4,0.4444,4,0.4444
test1894,10,,,,
test1895,10,8,0.8,8,0.8
test1896,9,6,0.6667,6,0.6667
test1897,8,8,1.0,8,1.0
test1898,8,8,1.0,8,1.0
test1899,17,2,0.1176,2,0.1176
test1900,9,2,0.2222,2,0.2222
test1901,8,6,0.75,5,0.625
test1902,11,5,0.4545,6,0.5455
test1903,8,7,0.875,7,0.875
test1904,8,8,1.0,,
test1905,8,5,0.625,5,0.625
test1906,8,8,1.0,,
test1907,8,4,0.5,4,0.5
test1908,8,4,0.5,6,0.75
test1909,9,9,1.0,9,1.0
test1910,15,4,0.2667,3,0.2
test1911,9,6,0.6667,6,0.6667
test1912,12,9,0.75,9,0.75
test1913,9,8,0.8889,8,0.8889
test1914,17,5,0.2941,5,0.2941
test1915,8,4,0.5,4,0.5
test1916,9,6,0.6667,6,0.6667
test1917,9,9,1.0,8,0.8889
test1918,10,4,0.4,4,0.4
test1919,13,6,0.4615,6,0.4615
test1920,9,4,0.4444,4,0.4444
test1921,9,5,0.5556,8,0.8889
test1922,8,8,1.0,8,1.0
test1923,8,3,0.375,3,0.375
test1924,9,,,,
test1925,11,7,0.6364,7,0.6364
test1926,8,8,1.0,8,1.0
test1927,9,6,0.6667,6,0.6667
test1928,8,5,0.625,5,0.625
test1929,11,4,0.3636,4,0.3636
test1930,8,5,0.625,8,1.0
test1931,8,4,0.5,4,0.5
test1932,11,8,0.7273,8,0.7273
test1933,8,6,0.75,6,0.75
test1934,8,8,1.0,8,1.0
test1935,10,6,0.6,6,0.6
test1936,8,3,0.375,4,0.5
test1937,8,3,0.375,3,0.375
test1938,8,8,1.0,8,1.0
test1939,9,8,0.8889,8,0.8889
test1940,8,4,0.5,4,0.5
test1941,10,3,0.3,3,0.3
test1942,9,6,0.6667,6,0.6667
test1943,8,8,1.0,5,0.625
test1944,11,8,0.7273,8,0.7273
test1945,9,2,0.2222,2,0.2222
test1946,9,,,,
test1947,10,5,0.5,5,0.5
test1948,8,,,6,0.75
test1949,8,3,0.375,3,0.375
test1950,9,9,1.0,9,1.0
test1951,11,9,0.8182,9,0.8182
test1952,7,5,0.7143,5,0.7143
test1953,8,4,0.5,4,0.5
test1954,11,,,,
test1955,9,1,0.1111,1,0.1111
test1956,8,5,0.625,5,0.625
test1957,8,2,0.25,2,0.25
test1958,8,5,0.625,5,0.625
test1959,11,7,0.6364,7,0.6364
test1960,8,8,1.0,8,1.0
test1961,11,4,0.3636,4,0.3636
test1962,13,6,0.4615,7,0.5385
test1963,8,7,0.875,7,0.875
test1964,8,6,0.75,6,0.75
test1965,8,8,1.0,8,1.0
test1966,13,1,0.0769,1,0.0769
test1967,13,7,0.5385,10,0.7692
test1968,8,,,,
test1969,9,3,0.3333,3,0.3333
test1970,11,6,0.5455,6,0.5455
test1971,8,6,0.75,7,0.875
test1972,8,6,0.75,6,0.75
test1973,11,,,8,0.7273
test1974,8,5,0.625,,
test1975,8,,,6,0.75
test1976,8,8,1.0,8,1.0
test1977,10,6,0.6,6,0.6
test1978,8,6,0.75,6,0.75
test1979,9,,,,
test1980,8,6,0.75,7,0.875
test1981,8,2,0.25,2,0.25
test1982,12,,,,
test1983,8,8,1.0,8,1.0
test1984,9,3,0.3333,4,0.4444
test1985,8,3,0.375,4,0.5
test1986,8,4,0.5,4,0.5
test1987,8,4,0.5,4,0.5
test1988,10,6,0.6,6,0.6
test1989,14,1,0.0714,1,0.0714
test1990,9,4,0.4444,4,0.4444
test1991,8,3,0.375,3,0.375
test1992,7,6,0.8571,,
test1993,16,11,0.6875,11,0.6875
test1994,8,8,1.0,,
test1995,12,5,0.4167,5,0.4167
test1996,9,7,0.7778,7,0.7778
test1997,8,4,0.5,3,0.375
test1998,8,3,0.375,3,0.375
test1999,8,3,0.375,3,0.375
test2000,7,3,0.4286,3,0.4286
test2001,8,8,1.0,7,0.875
test2002,9,4,0.4444,4,0.4444
test2003,10,4,0.4,4,0.4
test2004,8,6,0.75,6,0.75
test2005,8,5,0.625,5,0.625
test2006,8,6,0.75,4,0.5
test2007,9,4,0.4444,4,0.4444
test2008,8,4,0.5,4,0.5
test2009,8,3,0.375,3,0.375
test2010,8,8,1.0,8,1.0
test2011,9,8,0.8889,8,0.8889
test2012,9,3,0.3333,3,0.3333
test2013,8,2,0.25,2,0.25
test2014,11,4,0.3636,4,0.3636
test2015,10,5,0.5,7,0.7
test2016,8,5,0.625,5,0.625
test2017,11,7,0.6364,7,0.6364
test2018,8,4,0.5,5,0.625
test2019,8,,,,
test2020,9,4,0.4444,4,0.4444
test2021,11,7,0.6364,10,0.9091
test2022,8,4,0.5,4,0.5
test2023,11,1,0.0909,1,0.0909
test2024,8,3,0.375,1,0.125
test2025,9,4,0.4444,5,0.5556
test2026,14,4,0.2857,4,0.2857
test2027,8,3,0.375,3,0.375
test2028,8,3,0.375,3,0.375
test2029,7,7,1.0,,
test2030,8,5,0.625,1,0.125
test2031,9,3,0.3333,3,0.3333
test2032,9,3,0.3333,3,0.3333
test2033,9,4,0.4444,4,0.4444
test2034,8,8,1.0,,
test2035,8,6,0.75,8,1.0
test2036,13,8,0.6154,8,0.6154
test2037,8,,,6,0.75
test2038,8,4,0.5,6,0.75
test2039,16,,,,
test2040,9,9,1.0,9,1.0
test2041,9,6,0.6667,6,0.6667
test2042,12,4,0.3333,7,0.5833
test2043,8,4,0.5,4,0.5
test2044,8,5,0.625,3,0.375
test2045,8,3,0.375,3,0.375
test2046,8,1,0.125,1,0.125
test2047,10,6,0.6,6,0.6
test2048,9,8,0.8889,8,0.8889
test2049,8,4,0.5,3,0.375
test2050,9,7,0.7778,1,0.1111
test2051,10,4,0.4,4,0.4
test2052,8,8,1.0,8,1.0
test2053,7,5,0.7143,1,0.1429
test2054,14,4,0.2857,2,0.1429
test2055,11,5,0.4545,5,0.4545
test2056,9,3,0.3333,2,0.2222
test2057,16,13,0.8125,8,0.5
test2058,8,3,0.375,3,0.375
test2059,12,2,0.1667,4,0.3333
test2060,10,,,,
test2061,9,4,0.4444,2,0.2222
test2062,9,9,1.0,,
test2063,8,5,0.625,4,0.5
test2064,10,4,0.4,4,0.4
test2065,9,4,0.4444,8,0.8889
test2066,9,4,0.4444,4,0.4444
test2067,8,6,0.75,,
test2068,9,4,0.4444,4,0.4444
test2069,11,5,0.4545,5,0.4545
test2070,8,3,0.375,3,0.375
test2071,16,,,,
test2072,9,6,0.6667,6,0.6667
test2073,11,9,0.8182,4,0.3636
test2074,11,2,0.1818,2,0.1818
test2075,10,6,0.6,6,0.6
test2076,8,2,0.25,1,0.125
test2077,10,4,0.4,4,0.4
test2078,16,6,0.375,8,0.5
test2079,8,3,0.375,3,0.375
test2080,10,,,,
test2081,8,6,0.75,6,0.75
test2082,8,5,0.625,5,0.625
test2083,7,3,0.4286,3,0.4286
test2084,9,5,0.5556,5,0.5556
test2085,9,6,0.6667,7,0.7778
test2086,10,7,0.7,8,0.8
test2087,8,,,,
test2088,9,5,0.5556,5,0.5556
test2089,11,4,0.3636,4,0.3636
test2090,8,7,0.875,8,1.0
test2091,8,7,0.875,8,1.0
test2092,10,7,0.7,10,1.0
test2093,12,1,0.0833,1,0.0833
test2094,8,3,0.375,6,0.75
test2095,8,5,0.625,5,0.625
test2096,10,2,0.2,2,0.2
test2097,8,7,0.875,7,0.875
test2098,11,5,0.4545,5,0.4545
test2099,8,5,0.625,5,0.625
test2100,9,6,0.6667,7,0.7778
test2101,8,8,1.0,8,1.0
test2102,10,9,0.9,,
test2103,10,5,0.5,7,0.7
test2104,9,4,0.4444,3,0.3333
test2105,8,8,1.0,8,1.0
test2106,8,6,0.75,6,0.75
test2107,10,10,1.0,10,1.0
test2108,10,3,0.3,3,0.3
test2109,11,5,0.4545,5,0.4545
test2110,11,8,0.7273,8,0.7273
test2111,8,8,1.0,8,1.0
test2112,10,,,,
test2113,10,7,0.7,7,0.7
test2114,11,2,0.1818,2,0.1818
test2115,16,7,0.4375,7,0.4375
test2116,11,5,0.4545,5,0.4545
test2117,9,,,,
test2118,9,7,0.7778,8,0.8889
test2119,8,4,0.5,4,0.5
test2120,8,7,0.875,5,0.625
test2121,10,4,0.4,4,0.4
test2122,10,5,0.5,6,0.6
test2123,7,4,0.5714,,
test2124,10,3,0.3,3,0.3
test2125,11,3,0.2727,3,0.2727
test2126,8,4,0.5,4,0.5
test2127,8,7,0.875,7,0.875
test2128,8,8,1.0,8,1.0
test2129,8,7,0.875,5,0.625
test2130,8,3,0.375,3,0.375
test2131,8,4,0.5,4,0.5
test2132,8,4,0.5,4,0.5
test2133,8,4,0.5,4,0.5
test2134,8,5,0.625,5,0.625
test2135,16,16,1.0,,
test2136,10,4,0.4,4,0.4
test2137,8,,,,
test2138,11,7,0.6364,7,0.6364
test2139,8,5,0.625,5,0.625
test2140,9,5,0.5556,5,0.5556
test2141,8,6,0.75,6,0.75
test2142,11,3,0.2727,3,0.2727
test2143,15,6,0.4,6,0.4
test2144,8,,,,
test2145,8,6,0.75,6,0.75
test2146,12,2,0.1667,1,0.0833
test2147,9,9,1.0,6,0.6667
test2148,12,9,0.75,10,0.8333
test2149,8,4,0.5,4,0.5
test2150,9,4,0.4444,4,0.4444
test2151,9,7,0.7778,7,0.7778
test2152,8,6,0.75,6,0.75
test2153,12,8,0.6667,8,0.6667
test2154,8,,,,
test2155,12,8,0.6667,8,0.6667
test2156,8,3,0.375,3,0.375
test2157,18,2,0.1111,2,0.1111
test2158,10,7,0.7,8,0.8
test2159,9,,,,
test2160,10,4,0.4,2,0.2
test2161,9,,,,
test2162,8,4,0.5,,
test2163,12,7,0.5833,4,0.3333
test2164,9,5,0.5556,5,0.5556
test2165,8,4,0.5,4,0.5
test2166,8,7,0.875,5,0.625
test2167,8,3,0.375,3,0.375
test2168,8,8,1.0,8,1.0
test2169,8,5,0.625,8,1.0
test2170,8,4,0.5,4,0.5
test2171,9,3,0.3333,3,0.3333
test2172,9,4,0.4444,4,0.4444
test2173,8,7,0.875,,
test2174,9,5,0.5556,5,0.5556
test2175,8,,,5,0.625
test2176,8,5,0.625,5,0.625
test2177,8,4,0.5,4,0.5
test2178,8,4,0.5,4,0.5
test2179,11,1,0.0909,1,0.0909
test2180,8,7,0.875,7,0.875
test2181,8,5,0.625,5,0.625
test2182,9,6,0.6667,6,0.6667
test2183,8,5,0.625,5,0.625
test2184,8,,,,
test2185,9,5,0.5556,5,0.5556
test2186,9,5,0.5556,5,0.5556
test2187,8,3,0.375,1,0.125
test2188,11,5,0.4545,7,0.6364
test2189,8,5,0.625,5,0.625
test2190,10,8,0.8,8,0.8
test2191,8,6,0.75,6,0.75
test2192,12,5,0.4167,5,0.4167
test2193,11,2,0.1818,2,0.1818
test2194,9,3,0.3333,,
test2195,9,9,1.0,9,1.0
test2196,8,4,0.5,4,0.5
test2197,10,5,0.5,5,0.5
test2198,8,,,,
test2199,9,3,0.3333,3,0.3333
test2200,8,4,0.5,4,0.5
test2201,8,4,0.5,5,0.625
test2202,11,4,0.3636,4,0.3636
test2203,7,7,1.0,7,1.0
test2204,8,8,1.0,8,1.0
test2205,8,3,0.375,4,0.5
test2206,7,7,1.0,4,0.5714
test2207,9,5,0.5556,5,0.5556
test2208,8,4,0.5,4,0.5
test2209,8,5,0.625,4,0.5
test2210,8,4,0.5,4,0.5
test2211,8,1,0.125,1,0.125
test2212,8,8,1.0,8,1.0
test2213,9,2,0.2222,2,0.2222
test2214,8,3,0.375,3,0.375
test2215,12,4,0.3333,4,0.3333
test2216,8,5,0.625,5,0.625
test2217,9,8,0.8889,8,0.8889
test2218,8,3,0.375,3,0.375
test2219,9,4,0.4444,4,0.4444
test2220,8,5,0.625,5,0.625
test2221,7,3,0.4286,3,0.4286
test2222,8,5,0.625,5,0.625
test2223,8,8,1.0,8,1.0
test2224,8,5,0.625,1,0.125
test2225,10,4,0.4,4,0.4
test2226,11,6,0.5455,6,0.5455
test2227,9,4,0.4444,5,0.5556
test2228,12,,,,
test2229,11,6,0.5455,6,0.5455
test2230,10,3,0.3,3,0.3
test2231,9,4,0.4444,4,0.4444
test2232,9,,,,
test2233,8,5,0.625,6,0.75
test2234,9,5,0.5556,5,0.5556
test2235,9,4,0.4444,4,0.4444
test2236,7,5,0.7143,4,0.5714
test2237,10,5,0.5,6,0.6
test2238,14,12,0.8571,,
test2239,9,5,0.5556,5,0.5556
test2240,8,3,0.375,3,0.375
test2241,10,8,0.8,8,0.8
test2242,10,2,0.2,2,0.2
test2243,10,,,,
test2244,9,3,0.3333,3,0.3333
test2245,8,6,0.75,8,1.0
test2246,8,7,0.875,7,0.875
test2247,8,2,0.25,2,0.25
test2248,8,5,0.625,5,0.625
test2249,8,3,0.375,,
test2250,8,,,4,0.5
test2251,11,11,1.0,11,1.0
test2252,9,2,0.2222,2,0.2222
test2253,9,6,0.6667,6,0.6667
test2254,8,6,0.75,7,0.875
test2255,8,,,,
test2256,8,7,0.875,7,0.875
test2257,8,6,0.75,6,0.75
test2258,8,6,0.75,6,0.75
test2259,8,7,0.875,5,0.625
test2260,9,3,0.3333,3,0.3333
test2261,8,4,0.5,4,0.5
test2262,8,5,0.625,5,0.625
test2263,15,1,0.0667,1,0.0667
test2264,8,3,0.375,3,0.375
test2265,9,2,0.2222,2,0.2222
test2266,12,8,0.6667,10,0.8333
test2267,10,3,0.3,3,0.3
test2268,9,3,0.3333,3,0.3333
test2269,9,7,0.7778,8,0.8889
test2270,11,,,,
test2271,8,2,0.25,2,0.25
test2272,9,3,0.3333,3,0.3333
test2273,8,6,0.75,6,0.75
test2274,9,5,0.5556,5,0.5556
test2275,8,8,1.0,8,1.0
test2276,8,5,0.625,5,0.625
test2277,8,3,0.375,3,0.375
test2278,8,1,0.125,1,0.125
test2279,8,7,0.875,,
test2280,8,5,0.625,5,0.625
test2281,15,12,0.8,15,1.0
test2282,8,,,,
test2283,14,6,0.4286,6,0.4286
test2284,8,6,0.75,6,0.75
test2285,12,12,1.0,,
test2286,9,3,0.3333,3,0.3333
test2287,10,3,0.3,3,0.3
test2288,14,3,0.2143,3,0.2143
test2289,10,4,0.4,4,0.4
test2290,8,6,0.75,6,0.75
test2291,8,,,,
test2292,8,4,0.5,4,0.5
test2293,8,6,0.75,6,0.75
test2294,8,6,0.75,,
test2295,10,7,0.7,7,0.7
test2296,8,6,0.75,6,0.75
test2297,11,6,0.5455,5,0.4545
test2298,10,4,0.4,4,0.4
test2299,10,7,0.7,6,0.6
test2300,8,8,1.0,8,1.0
test2301,11,6,0.5455,6,0.5455
test2302,15,3,0.2,3,0.2
test2303,8,7,0.875,7,0.875
test2304,8,,,,
test2305,9,2,0.2222,2,0.2222
test2306,9,7,0.7778,7,0.7778
test2307,8,7,0.875,7,0.875
test2308,9,6,0.6667,6,0.6667
test2309,11,7,0.6364,7,0.6364
test2310,8,3,0.375,3,0.375
test2311,13,2,0.1538,2,0.1538
test2312,15,4,0.2667,4,0.2667
test2313,10,4,0.4,4,0.4
test2314,11,10,0.9091,11,1.0
test2315,9,8,0.8889,,
test2316,9,8,0.8889,6,0.6667
test2317,8,4,0.5,4,0.5
test2318,8,4,0.5,4,0.5
test2319,10,10,1.0,,
test2320,13,8,0.6154,12,0.9231
test2321,11,,,,
test2322,13,4,0.3077,4,0.3077
test2323,8,5,0.625,5,0.625
test2324,9,4,0.4444,4,0.4444
test2325,14,5,0.3571,5,0.3571
test2326,10,4,0.4,4,0.4
test2327,8,2,0.25,2,0.25
test2328,8,6,0.75,5,0.625
test2329,8,3,0.375,3,0.375
test2330,8,7,0.875,4,0.5
test2331,8,4,0.5,4,0.5
test2332,10,4,0.4,5,0.5
test2333,12,4,0.3333,4,0.3333
test2334,8,6,0.75,6,0.75
test2335,13,9,0.6923,9,0.6923
test2336,8,4,0.5,4,0.5
test2337,8,5,0.625,,
test2338,8,5,0.625,6,0.75
test2339,10,9,0.9,3,0.3
test2340,9,4,0.4444,3,0.3333
test2341,8,8,1.0,7,0.875
test2342,8,5,0.625,5,0.625
test2343,9,7,0.7778,8,0.8889
test2344,13,9,0.6923,9,0.6923
test2345,8,2,0.25,2,0.25
test2346,9,5,0.5556,5,0.5556
test2347,8,8,1.0,,
test2348,8,,,,
test2349,8,3,0.375,3,0.375
test2350,15,,,,
test2351,10,10,1.0,9,0.9
test2352,12,3,0.25,3,0.25
test2353,9,5,0.5556,5,0.5556
test2354,9,3,0.3333,3,0.3333
test2355,8,5,0.625,6,0.75
test2356,8,8,1.0,,
test2357,11,10,0.9091,10,0.9091
test2358,9,9,1.0,,
test2359,10,4,0.4,4,0.4
test2360,9,9,1.0,9,1.0
test2361,9,7,0.7778,7,0.7778
test2362,9,9,1.0,,
test2363,8,3,0.375,3,0.375
test2364,10,1,0.1,1,0.1
test2365,8,7,0.875,7,0.875
test2366,9,4,0.4444,4,0.4444
test2367,11,8,0.7273,8,0.7273
test2368,9,8,0.8889,1,0.1111
test2369,8,3,0.375,3,0.375
test2370,8,8,1.0,3,0.375
test2371,9,,,,
test2372,8,,,,
test2373,11,3,0.2727,3,0.2727
test2374,8,,,5,0.625
test2375,8,5,0.625,5,0.625
test2376,8,3,0.375,3,0.375
test2377,8,4,0.5,4,0.5
