qid,n_words,t_suf_global,phi_suf_global,t_suf_perq,phi_suf_perq
test2620,8,6,0.75,,
test2621,17,5,0.2941,9,0.5294
test2622,9,5,0.5556,5,0.5556
test2623,9,5,0.5556,7,0.7778
test2624,8,,,,
test2625,8,4,0.5,6,0.75
test2626,10,7,0.7,,
test2627,12,5,0.4167,6,0.5
test2628,11,4,0.3636,5,0.4545
test2629,8,4,0.5,7,0.875
test2630,8,7,0.875,7,0.875
test2631,9,6,0.6667,3,0.3333
test2632,7,6,0.8571,5,0.7143
test2633,9,3,0.3333,3,0.3333
test2634,8,6,0.75,,
test2635,8,3,0.375,3,0.375
test2636,8,3,0.375,3,0.375
test2637,11,,,,
test2638,8,5,0.625,5,0.625
test2639,9,8,0.8889,9,1.0
test2640,8,,,,
test2641,8,,,,
test2642,8,,,,
test2643,10,6,0.6,6,0.6
test2644,8,6,0.75,,
test2645,15,5,0.3333,5,0.3333
test2646,15,,,,
test2647,8,7,0.875,7,0.875
test2648,9,8,0.8889,8,0.8889
test2649,8,4,0.5,4,0.5
test2650,13,6,0.4615,6,0.4615
test2651,8,3,0.375,3,0.375
test2652,14,,,,
test2653,8,,,,
test2654,11,4,0.3636,5,0.4545
test2655,9,5,0.5556,3,0.3333
test2656,9,,,,
test2657,8,7,0.875,5,0.625
test2658,9,,,6,0.6667
test2659,10,9,0.9,,
test2660,8,5,0.625,,
test2661,11,7,0.6364,,
test2662,13,6,0.4615,4,0.3077
test2663,11,,,,
test2664,8,6,0.75,,
test2665,10,10,1.0,,
test2666,8,,,,
test2667,9,6,0.6667,9,1.0
test2668,8,5,0.625,5,0.625
test2669,13,6,0.4615,6,0.4615
test2670,7,4,0.5714,4,0.5714
test2671,8,8,1.0,8,1.0
test2672,8,,,,
test2673,10,8,0.8,,
test2674,8,3,0.375,3,0.375
test2675,9,4,0.4444,4,0.4444
test2676,8,6,0.75,,
test2677,8,3,0.375,5,0.625
test2678,8,7,0.875,7,0.875
test2679,8,6,0.75,4,0.5
test2680,9,6,0.6667,9,1.0
test2681,10,5,0.5,10,1.0
test2682,9,5,0.5556,6,0.6667
test2683,9,4,0.4444,,
test2684,9,2,0.2222,2,0.2222
test2685,11,4,0.3636,2,0.1818
test2686,8,6,0.75,,
test2687,9,7,0.7778,5,0.5556
test2688,10,,,,
test2689,9,9,1.0,9,1.0
test2690,8,4,0.5,8,1.0
test2691,10,3,0.3,3,0.3
test2692,9,,,7,0.7778
test2693,9,8,0.8889,8,0.8889
test2694,9,8,0.8889,8,0.8889
test2695,8,1,0.125,3,0.375
test2696,8,7,0.875,,
test2697,10,4,0.4,4,0.4
test2698,7,,,2,0.2857
test2699,10,6,0.6,6,0.6
test2700,8,4,0.5,4,0.5
test2701,9,8,0.8889,8,0.8889
test2702,7,4,0.5714,5,0.7143
test2703,8,6,0.75,6,0.75
test2704,12,4,0.3333,4,0.3333
test2705,8,6,0.75,4,0.5
test2706,8,,,,
test2707,10,8,0.8,5,0.5
test2708,10,8,0.8,8,0.8
test2709,9,,,,
test2710,12,4,0.3333,7,0.5833
test2711,8,5,0.625,5,0.625
test2712,8,6,0.75,7,0.875
test2713,9,,,3,0.3333
test2714,8,4,0.5,4,0.5
test2715,8,,,,
test2716,8,3,0.375,3,0.375
test2717,9,4,0.4444,4,0.4444
test2718,8,7,0.875,5,0.625
test2719,8,5,0.625,8,1.0
test2720,9,9,1.0,9,1.0
test2721,9,7,0.7778,8,0.8889
test2722,9,4,0.4444,4,0.4444
test2723,8,5,0.625,8,1.0
test2724,8,4,0.5,4,0.5
test2725,9,2,0.2222,1,0.1111
test2726,9,6,0.6667,6,0.6667
test2727,8,4,0.5,4,0.5
test2728,9,7,0.7778,7,0.7778
test2729,8,6,0.75,,
test2730,9,1,0.1111,1,0.1111
test2731,8,,,,
test2732,11,,,,
test2733,8,6,0.75,8,1.0
test2734,8,7,0.875,,
test2735,9,5,0.5556,5,0.5556
test2736,8,4,0.5,4,0.5
test2737,8,8,1.0,1,0.125
test2738,10,,,,
test2739,11,5,0.4545,11,1.0
test2740,8,4,0.5,4,0.5
test2741,8,,,,
test2742,8,4,0.5,4,0.5
test2743,9,5,0.5556,5,0.5556
test2744,9,8,0.8889,9,1.0
test2745,11,4,0.3636,4,0.3636
test2746,9,8,0.8889,,
test2747,12,,,,
test2748,7,7,1.0,,
test2749,15,3,0.2,4,0.2667
test2750,10,10,1.0,3,0.3
test2751,8,7,0.875,7,0.875
test2752,8,7,0.875,5,0.625
test2753,8,7,0.875,7,0.875
test2754,15,6,0.4,9,0.6
test2755,10,4,0.4,4,0.4
test2756,9,1,0.1111,1,0.1111
test2757,12,7,0.5833,9,0.75
test2758,9,5,0.5556,6,0.6667
test2759,8,,,6,0.75
test2760,9,9,1.0,9,1.0
test2761,9,6,0.6667,8,0.8889
test2762,11,5,0.4545,4,0.3636
test2763,11,,,,
test2764,9,5,0.5556,5,0.5556
test2765,9,4,0.4444,4,0.4444
test2766,9,,,,
test2767,9,4,0.4444,4,0.4444
test2768,9,2,0.2222,2,0.2222
test2769,8,5,0.625,6,0.75
test2770,9,8,0.8889,8,0.8889
test2771,8,4,0.5,,
test2772,8,5,0.625,5,0.625
test2773,8,8,1.0,,
test2774,9,6,0.6667,7,0.7778
test2775,8,6,0.75,6,0.75
test2776,8,8,1.0,6,0.75
test2777,11,10,0.9091,11,1.0
test2778,8,4,0.5,4,0.5
test2779,7,5,0.7143,5,0.7143
test2780,12,8,0.6667,8,0.6667
test2781,8,5,0.625,5,0.625
test2782,10,9,0.9,9,0.9
test2783,8,7,0.875,,
test2784,10,3,0.3,4,0.4
test2785,10,2,0.2,2,0.2
test2786,8,,,,
test2787,12,12,1.0,12,1.0
test2788,10,10,1.0,10,1.0
test2789,8,,,,
test2790,8,6,0.75,6,0.75
test2791,8,5,0.625,,
test2792,8,8,1.0,,
test2793,8,,,,
test2794,8,4,0.5,5,0.625
test2795,9,4,0.4444,4,0.4444
test2796,8,8,1.0,8,1.0
test2797,10,,,10,1.0
test2798,8,5,0.625,6,0.75
test2799,9,6,0.6667,6,0.6667
test2800,11,10,0.9091,,
test2801,8,5,0.625,5,0.625
test2802,8,,,,
test2803,8,5,0.625,1,0.125
test2804,10,4,0.4,4,0.4
test2805,9,2,0.2222,3,0.3333
test2806,8,5,0.625,5,0.625
test2807,9,3,0.3333,2,0.2222
test2808,17,,,,
test2809,8,6,0.75,6,0.75
test2810,13,,,,
test2811,10,7,0.7,8,0.8
test2812,8,6,0.75,6,0.75
test2813,8,8,1.0,,
test2814,8,7,0.875,8,1.0
test2815,9,4,0.4444,,
test2816,8,3,0.375,,
test2817,8,,,,
test2818,10,10,1.0,10,1.0
test2819,9,,,,
test2820,8,1,0.125,1,0.125
test2821,8,7,0.875,7,0.875
test2822,8,8,1.0,,
test2823,7,4,0.5714,4,0.5714
test2824,9,,,,
test2825,10,6,0.6,6,0.6
test2826,8,4,0.5,,
test2827,15,,,,
test2828,10,1,0.1,1,0.1
test2829,8,7,0.875,,
test2830,8,8,1.0,,
test2831,8,3,0.375,3,0.375
test2832,12,12,1.0,9,0.75
test2833,10,,,,
test2834,10,,,,
test2835,15,9,0.6,,
test2836,10,5,0.5,1,0.1
test2837,13,12,0.9231,12,0.9231
test2838,9,6,0.6667,6,0.6667
test2839,9,,,,
test2840,8,5,0.625,5,0.625
test2841,9,4,0.4444,4,0.4444
test2842,9,7,0.7778,6,0.6667
test2843,11,,,,
test2844,8,,,,
test2845,9,5,0.5556,5,0.5556
test2846,12,,,,
test2847,9,7,0.7778,7,0.7778
test2848,12,,,,
test2849,9,8,0.8889,9,1.0
test2850,8,4,0.5,5,0.625
test2851,8,4,0.5,4,0.5
test2852,15,4,0.2667,2,0.1333
test2853,8,5,0.625,5,0.625
test2854,10,,,,
test2855,15,5,0.3333,5,0.3333
test2856,9,,,,
test2857,8,3,0.375,3,0.375
test2858,10,8,0.8,,
test2859,8,2,0.25,1,0.125
test2860,8,5,0.625,7,0.875
test2861,8,7,0.875,,
test2862,10,8,0.8,8,0.8
test2863,8,4,0.5,4,0.5
test2864,9,7,0.7778,7,0.7778
test2865,8,,,,
test2866,10,9,0.9,9,0.9
test2867,8,,,,
test2868,9,,,,
test2869,11,2,0.1818,2,0.1818
test2870,8,4,0.5,4,0.5
test2871,10,1,0.1,1,0.1
test2872,8,7,0.875,7,0.875
test2873,9,,,,
test2874,9,4,0.4444,4,0.4444
test2875,7,6,0.8571,,
test2876,8,,,,
test2877,10,5,0.5,5,0.5
test2878,10,6,0.6,6,0.6
test2879,8,3,0.375,3,0.375
test2880,9,,,,
test2881,9,9,1.0,9,1.0
test2882,16,,,,
test2883,11,,,,
test2884,10,,,10,1.0
test2885,8,,,7,0.875
test2886,8,8,1.0,8,1.0
test2887,8,6,0.75,6,0.75
test2888,8,6,0.75,6,0.75
test2889,9,6,0.6667,7,0.7778
test2890,8,3,0.375,3,0.375
test2891,9,5,0.5556,5,0.5556
test2892,8,4,0.5,4,0.5
test2893,10,8,0.8,6,0.6
test2894,9,5,0.5556,6,0.6667
test2895,8,6,0.75,6,0.75
test2896,9,,,,
test2897,11,,,,
test2898,9,,,,
test2899,8,6,0.75,8,1.0
test2900,10,,,7,0.7
test2901,8,,,,
test2902,9,6,0.6667,6,0.6667
test2903,8,5,0.625,4,0.5
test2904,8,7,0.875,8,1.0
test2905,11,11,1.0,11,1.0
test2906,8,,,,
test2907,10,10,1.0,,
test2908,9,3,0.3333,,
test2909,7,7,1.0,7,1.0
test2910,12,12,1.0,12,1.0
test2911,10,3,0.3,2,0.2
test2912,8,7,0.875,7,0.875
test2913,9,5,0.5556,,
test2914,8,8,1.0,8,1.0
test2915,8,4,0.5,4,0.5
test2916,8,8,1.0,8,1.0
test2917,10,8,0.8,8,0.8
test2918,16,15,0.9375,16,1.0
test2919,8,,,,
test2920,8,6,0.75,6,0.75
test2921,8,4,0.5,4,0.5
test2922,8,5,0.625,5,0.625
test2923,8,4,0.5,5,0.625
test2924,8,8,1.0,8,1.0
test2925,9,,,,
test2926,11,6,0.5455,7,0.6364
test2927,8,7,0.875,7,0.875
test2928,8,7,0.875,8,1.0
test2929,8,,,,
test2930,8,4,0.5,4,0.5
test2931,9,7,0.7778,7,0.7778
test2932,9,8,0.8889,8,0.8889
test2933,8,4,0.5,8,1.0
test2934,9,1,0.1111,1,0.1111
test2935,9,3,0.3333,,
test2936,8,7,0.875,3,0.375
test2937,8,,,,
test2938,8,5,0.625,5,0.625
test2939,13,12,0.9231,1,0.0769
test2940,8,7,0.875,8,1.0
test2941,10,8,0.8,9,0.9
test2942,8,,,,
test2943,8,3,0.375,3,0.375
test2944,8,4,0.5,4,0.5
test2945,10,3,0.3,1,0.1
test2946,8,6,0.75,6,0.75
test2947,9,3,0.3333,4,0.4444
test2948,8,5,0.625,5,0.625
test2949,9,8,0.8889,8,0.8889
test2950,7,5,0.7143,5,0.7143
test2951,8,3,0.375,3,0.375
test2952,8,6,0.75,4,0.5
test2953,9,5,0.5556,5,0.5556
test2954,9,,,,
test2955,10,9,0.9,9,0.9
test2956,8,3,0.375,3,0.375
test2957,8,7,0.875,7,0.875
test2958,12,,,,
test2959,10,5,0.5,4,0.4
test2960,13,,,,
test2961,8,8,1.0,,
test2962,11,2,0.1818,2,0.1818
test2963,11,10,0.9091,,
test2964,8,6,0.75,6,0.75
test2965,9,8,0.8889,,
test2966,8,8,1.0,8,1.0
test2967,8,3,0.375,3,0.375
test2968,8,7,0.875,7,0.875
test2969,7,3,0.4286,3,0.4286
test2970,8,7,0.875,4,0.5
test2971,8,7,0.875,,
test2972,11,9,0.8182,10,0.9091
test2973,9,7,0.7778,7,0.7778
test2974,8,3,0.375,3,0.375
test2975,9,5,0.5556,5,0.5556
test2976,10,6,0.6,5,0.5
test2977,9,8,0.8889,,
test2978,12,11,0.9167,11,0.9167
test2979,11,7,0.6364,7,0.6364
test2980,8,3,0.375,3,0.375
test2981,9,,,,
test2982,8,8,1.0,8,1.0
test2983,8,5,0.625,5,0.625
test2984,10,8,0.8,8,0.8
test2985,9,3,0.3333,4,0.4444
test2986,9,9,1.0,9,1.0
test2987,8,3,0.375,3,0.375
test2988,14,3,0.2143,3,0.2143
test2989,11,4,0.3636,4,0.3636
test2990,11,,,,
test2991,8,4,0.5,4,0.5
test2992,8,,,,
test2993,7,5,0.7143,5,0.7143
test2994,9,8,0.8889,,
test2995,9,8,0.8889,8,0.8889
test2996,8,8,1.0,8,1.0
test2997,10,6,0.6,6,0.6
test2998,8,4,0.5,4,0.5
test2999,8,7,0.875,8,1.0
test3000,13,,,,
test3001,8,6,0.75,6,0.75
test3002,10,5,0.5,5,0.5
test3003,10,4,0.4,4,0.4
test3004,8,,,,
test3005,10,6,0.6,,
test3006,9,7,0.7778,3,0.3333
test3007,11,5,0.4545,5,0.4545
test3008,11,5,0.4545,5,0.4545
test3009,12,,,,
test3010,9,4,0.4444,4,0.4444
test3011,9,,,,
test3012,11,5,0.4545,2,0.1818
test3013,9,5,0.5556,5,0.5556
test3014,8,4,0.5,3,0.375
test3015,12,,,,
test3016,8,3,0.375,4,0.5
test3017,8,6,0.75,6,0.75
test3018,8,5,0.625,5,0.625
test3019,12,8,0.6667,8,0.6667
test3020,7,7,1.0,5,0.7143
test3021,8,4,0.5,4,0.5
test3022,9,,,,
test3023,10,,,,
test3024,9,,,,
test3025,9,,,,
test3026,8,8,1.0,,
test3027,8,6,0.75,,
test3028,9,,,,
test3029,8,3,0.375,4,0.5
test3030,10,,,,
test3031,10,7,0.7,,
test3032,9,,,6,0.6667
test3033,11,7,0.6364,6,0.5455
test3034,10,10,1.0,10,1.0
test3035,11,,,,
test3036,9,8,0.8889,8,0.8889
test3037,8,4,0.5,8,1.0
test3038,8,,,,
test3039,7,6,0.8571,6,0.8571
test3040,8,,,,
test3041,9,,,,
test3042,8,5,0.625,6,0.75
test3043,7,,,,
test3044,8,6,0.75,8,1.0
test3045,8,,,6,0.75
test3046,10,5,0.5,5,0.5
test3047,9,2,0.2222,2,0.2222
test3048,9,,,,
test3049,8,5,0.625,,
test3050,8,6,0.75,6,0.75
test3051,14,,,,
test3052,8,,,,
test3053,9,1,0.1111,1,0.1111
test3054,8,8,1.0,8,1.0
test3055,8,,,2,0.25
test3056,8,5,0.625,5,0.625
test3057,8,4,0.5,4,0.5
test3058,10,,,,
test3059,7,,,,
test3060,12,,,,
test3061,13,13,1.0,,
test3062,8,5,0.625,7,0.875
test3063,8,5,0.625,5,0.625
test3064,8,,,1,0.125
test3065,12,,,7,0.5833
test3066,7,4,0.5714,4,0.5714
test3067,8,,,,
test3068,11,6,0.5455,2,0.1818
test3069,10,6,0.6,6,0.6
test3070,8,6,0.75,6,0.75
test3071,8,3,0.375,3,0.375
test3072,11,8,0.7273,8,0.7273
test3073,9,4,0.4444,4,0.4444
test3074,10,2,0.2,4,0.4
test3075,11,1,0.0909,1,0.0909
test3076,9,3,0.3333,9,1.0
test3077,9,2,0.2222,3,0.3333
test3078,8,8,1.0,,
test3079,8,8,1.0,,
test3080,9,8,0.8889,8,0.8889
test3081,8,6,0.75,6,0.75
test3082,8,7,0.875,7,0.875
test3083,8,4,0.5,4,0.5
test3084,9,7,0.7778,5,0.5556
test3085,9,5,0.5556,5,0.5556
test3086,10,9,0.9,,
test3087,11,,,,
test3088,8,,,,
test3089,11,,,11,1.0
test3090,8,4,0.5,4,0.5
test3091,12,7,0.5833,5,0.4167
test3092,8,4,0.5,3,0.375
test3093,12,,,,
test3094,10,4,0.4,4,0.4
test3095,6,,,,
test3096,9,6,0.6667,6,0.6667
test3097,8,6,0.75,6,0.75
test3098,10,8,0.8,8,0.8
test3099,9,4,0.4444,4,0.4444
test3100,8,5,0.625,5,0.625
test3101,8,6,0.75,8,1.0
test3102,8,3,0.375,3,0.375
test3103,8,4,0.5,4,0.5
test3104,11,4,0.3636,5,0.4545
test3105,9,7,0.7778,6,0.6667
test3106,8,3,0.375,7,0.875
test3107,9,6,0.6667,4,0.4444
test3108,9,4,0.4444,4,0.4444
test3109,9,4,0.4444,4,0.4444
test3110,13,4,0.3077,4,0.3077
test3111,8,3,0.375,3,0.375
test3112,12,5,0.4167,5,0.4167
test3113,8,5,0.625,5,0.625
test3114,9,5,0.5556,5,0.5556
test3115,9,3,0.3333,4,0.4444
test3116,10,9,0.9,9,0.9
test3117,12,6,0.5,3,0.25
test3118,9,9,1.0,1,0.1111
test3119,9,6,0.6667,6,0.6667
test3120,11,4,0.3636,8,0.7273
test3121,10,7,0.7,8,0.8
test3122,7,6,0.8571,5,0.7143
test3123,10,10,1.0,,
test3124,11,6,0.5455,6,0.5455
test3125,7,6,0.8571,6,0.8571
test3126,9,5,0.5556,5,0.5556
test3127,8,3,0.375,4,0.5
test3128,9,,,,
test3129,10,9,0.9,,
test3130,8,6,0.75,6,0.75
test3131,9,7,0.7778,8,0.8889
test3132,10,5,0.5,7,0.7
test3133,9,5,0.5556,5,0.5556
test3134,8,7,0.875,8,1.0
test3135,8,,,,
test3136,11,1,0.0909,1,0.0909
test3137,9,2,0.2222,2,0.2222
test3138,10,1,0.1,1,0.1
test3139,15,,,,
test3140,8,3,0.375,3,0.375
test3141,12,,,,
test3142,8,7,0.875,7,0.875
test3143,10,9,0.9,9,0.9
test3144,8,3,0.375,4,0.5
test3145,9,3,0.3333,3,0.3333
test3146,8,6,0.75,8,1.0
test3147,10,9,0.9,8,0.8
test3148,8,4,0.5,4,0.5
test3149,10,4,0.4,2,0.2
test3150,8,3,0.375,1,0.125
test3151,8,3,0.375,2,0.25
test3152,8,6,0.75,6,0.75
test3153,10,,,,
test3154,8,8,1.0,,
test3155,12,6,0.5,,
test3156,9,6,0.6667,9,1.0
test3157,9,8,0.8889,8,0.8889
test3158,10,7,0.7,7,0.7
test3159,9,,,,
test3160,9,7,0.7778,,
test3161,8,,,,
test3162,13,12,0.9231,13,1.0
test3163,8,,,,
test3164,10,7,0.7,8,0.8
test3165,8,7,0.875,3,0.375
test3166,8,6,0.75,6,0.75
test3167,8,,,,
test3168,8,8,1.0,8,1.0
test3169,9,4,0.4444,4,0.4444
test3170,7,5,0.7143,5,0.7143
test3171,8,4,0.5,4,0.5
test3172,8,6,0.75,6,0.75
test3173,8,7,0.875,7,0.875
test3174,8,4,0.5,4,0.5
test3175,8,7,0.875,7,0.875
test3176,8,8,1.0,8,1.0
test3177,16,16,1.0,16,1.0
test3178,9,5,0.5556,5,0.5556
test3179,9,6,0.6667,5,0.5556
test3180,9,8,0.8889,8,0.8889
test3181,9,5,0.5556,5,0.5556
test3182,9,3,0.3333,3,0.3333
test3183,12,12,1.0,,
test3184,17,11,0.6471,,
test3185,11,,,,
test3186,8,4,0.5,2,0.25
test3187,10,9,0.9,,
test3188,8,8,1.0,2,0.25
test3189,8,7,0.875,4,0.5
test3190,8,6,0.75,8,1.0
test3191,7,4,0.5714,4,0.5714
test3192,8,,,,
test3193,10,9,0.9,10,1.0
test3194,10,2,0.2,2,0.2
test3195,8,,,4,0.5
test3196,9,6,0.6667,6,0.6667
test3197,9,3,0.3333,3,0.3333
test3198,8,8,1.0,8,1.0
test3199,9,7,0.7778,2,0.2222
test3200,10,,,,
test3201,9,7,0.7778,7,0.7778
test3202,10,6,0.6,6,0.6
test3203,10,7,0.7,8,0.8
test3204,8,,,,
test3205,8,4,0.5,4,0.5
test3206,8,7,0.875,,
test3207,7,4,0.5714,,
test3208,13,9,0.6923,9,0.6923
test3209,9,4,0.4444,5,0.5556
test3210,8,,,,
test3211,10,8,0.8,8,0.8
test3212,8,,,,
test3213,14,13,0.9286,,
test3214,9,7,0.7778,9,1.0
test3215,9,8,0.8889,9,1.0
test3216,9,6,0.6667,6,0.6667
test3217,9,5,0.5556,6,0.6667
test3218,14,5,0.3571,5,0.3571
test3219,10,10,1.0,10,1.0
test3220,8,4,0.5,4,0.5
test3221,9,6,0.6667,5,0.5556
test3222,12,9,0.75,9,0.75
test3223,8,8,1.0,8,1.0
test3224,8,7,0.875,7,0.875
test3225,8,3,0.375,3,0.375
test3226,8,5,0.625,5,0.625
test3227,8,7,0.875,8,1.0
test3228,9,5,0.5556,2,0.2222
test3229,6,3,0.5,3,0.5
test3230,10,10,1.0,10,1.0
test3231,12,2,0.1667,2,0.1667
test3232,9,6,0.6667,9,1.0
test3233,12,7,0.5833,9,0.75
test3234,10,,,10,1.0
test3235,8,,,,
test3236,7,7,1.0,,
test3237,7,4,0.5714,4,0.5714
test3238,7,6,0.8571,6,0.8571
test3239,12,10,0.8333,,
test3240,8,4,0.5,,
test3241,8,5,0.625,6,0.75
test3242,14,10,0.7143,,
test3243,8,4,0.5,4,0.5
test3244,10,6,0.6,5,0.5
test3245,8,6,0.75,8,1.0
test3246,9,6,0.6667,7,0.7778
test3247,8,5,0.625,,
test3248,10,8,0.8,8,0.8
test3249,12,12,1.0,,
test3250,8,8,1.0,,
test3251,11,6,0.5455,6,0.5455
test3252,9,4,0.4444,8,0.8889
test3253,8,,,,
test3254,8,8,1.0,,
test3255,10,10,1.0,,
test3256,9,7,0.7778,6,0.6667
test3257,8,,,,
test3258,9,9,1.0,9,1.0
test3259,9,3,0.3333,9,1.0
test3260,9,9,1.0,9,1.0
test3261,8,6,0.75,,
test3262,9,5,0.5556,5,0.5556
test3263,8,7,0.875,7,0.875
test3264,8,4,0.5,4,0.5
test3265,8,2,0.25,3,0.375
test3266,8,5,0.625,5,0.625
test3267,8,,,,
test3268,8,3,0.375,4,0.5
test3269,8,3,0.375,3,0.375
test3270,9,5,0.5556,5,0.5556
test3271,12,9,0.75,,
test3272,10,8,0.8,,
test3273,11,5,0.4545,5,0.4545
test3274,8,6,0.75,6,0.75
test3275,8,5,0.625,5,0.625
test3276,7,,,,
test3277,8,5,0.625,1,0.125
test3278,9,7,0.7778,7,0.7778
test3279,8,5,0.625,5,0.625
test3280,10,,,,
test3281,9,7,0.7778,7,0.7778
test3282,8,6,0.75,6,0.75
test3283,8,5,0.625,5,0.625
test3284,8,4,0.5,,
test3285,8,4,0.5,4,0.5
test3286,9,,,,
test3287,8,,,,
test3288,11,8,0.7273,7,0.6364
test3289,9,,,,
test3290,8,,,,
test3291,12,,,5,0.4167
test3292,11,,,3,0.2727
test3293,8,7,0.875,7,0.875
test3294,8,3,0.375,3,0.375
test3295,10,9,0.9,3,0.3
test3296,8,5,0.625,7,0.875
test3297,11,,,,
test3298,8,,,,
test3299,9,7,0.7778,,
test3300,8,4,0.5,4,0.5
test3301,10,,,,
test3302,8,,,,
test3303,8,8,1.0,8,1.0
test3304,8,6,0.75,6,0.75
test3305,8,8,1.0,8,1.0
test3306,8,5,0.625,5,0.625
test3307,8,,,,
test3308,8,,,5,0.625
test3309,10,8,0.8,7,0.7
test3310,8,4,0.5,5,0.625
test3311,9,,,,
test3312,9,6,0.6667,6,0.6667
test3313,8,7,0.875,,
test3314,9,,,5,0.5556
test3315,8,6,0.75,6,0.75
test3316,8,7,0.875,7,0.875
test3317,9,,,,
test3318,8,,,,
test3319,8,,,,
test3320,8,5,0.625,7,0.875
test3321,8,6,0.75,,
test3322,9,2,0.2222,5,0.5556
test3323,13,9,0.6923,9,0.6923
test3324,9,7,0.7778,9,1.0
test3325,9,7,0.7778,7,0.7778
test3326,8,5,0.625,,
test3327,9,,,,
test3328,8,5,0.625,5,0.625
test3329,10,9,0.9,,
test3330,7,4,0.5714,4,0.5714
test3331,11,10,0.9091,10,0.9091
test3332,10,5,0.5,5,0.5
test3333,8,8,1.0,8,1.0
test3334,8,3,0.375,3,0.375
test3335,8,5,0.625,5,0.625
test3336,9,5,0.5556,9,1.0
test3337,6,2,0.3333,1,0.1667
test3338,9,3,0.3333,6,0.6667
test3339,9,4,0.4444,4,0.4444
test3340,9,3,0.3333,3,0.3333
test3341,8,1,0.125,1,0.125
test3342,8,7,0.875,8,1.0
test3343,8,4,0.5,4,0.5
test3344,12,11,0.9167,11,0.9167
test3345,11,9,0.8182,9,0.8182
test3346,9,5,0.5556,6,0.6667
test3347,9,4,0.4444,4,0.4444
test3348,8,5,0.625,7,0.875
test3349,8,8,1.0,8,1.0
test3350,10,6,0.6,5,0.5
test3351,8,4,0.5,4,0.5
test3352,8,3,0.375,3,0.375
test3353,10,9,0.9,,
test3354,8,4,0.5,4,0.5
test3355,8,8,1.0,8,1.0
test3356,9,4,0.4444,5,0.5556
test3357,12,,,,
test3358,8,,,,
test3359,8,3,0.375,3,0.375
test3360,15,,,,
test3361,9,7,0.7778,8,0.8889
test3362,8,8,1.0,7,0.875
test3363,8,6,0.75,6,0.75
test3364,8,,,,
test3365,8,8,1.0,5,0.625
test3366,10,10,1.0,,
test3367,8,5,0.625,5,0.625
test3368,8,5,0.625,,
test3369,9,8,0.8889,7,0.7778
test3370,13,9,0.6923,8,0.6154
test3371,12,5,0.4167,5,0.4167
test3372,9,6,0.6667,6,0.6667
test3373,8,7,0.875,,
test3374,9,8,0.8889,8,0.8889
test3375,8,4,0.5,4,0.5
test3376,10,10,1.0,,
test3377,8,,,8,1.0
test3378,8,2,0.25,2,0.25
test3379,8,,,,
test3380,8,8,1.0,,
test3381,10,4,0.4,4,0.4
test3382,10,,,,
test3383,11,,,,
test3384,8,,,,
test3385,8,6,0.75,6,0.75
test3386,13,12,0.9231,12,0.9231
test3387,7,4,0.5714,4,0.5714
test3388,10,6,0.6,6,0.6
test3389,8,5,0.625,6,0.75
test3390,8,8,1.0,,
test3391,9,7,0.7778,6,0.6667
test3392,11,4,0.3636,2,0.1818
test3393,9,9,1.0,,
test3394,9,,,5,0.5556
test3395,11,,,,
test3396,11,2,0.1818,2,0.1818
test3397,9,8,0.8889,8,0.8889
test3398,8,8,1.0,8,1.0
test3399,8,6,0.75,6,0.75
test3400,8,8,1.0,8,1.0
test3401,8,7,0.875,5,0.625
test3402,10,8,0.8,8,0.8
test3403,9,5,0.5556,5,0.5556
test3404,11,6,0.5455,6,0.5455
test3405,8,6,0.75,6,0.75
test3406,8,5,0.625,,
test3407,8,,,,
test3408,8,8,1.0,8,1.0
test3409,8,7,0.875,,
test3410,8,5,0.625,5,0.625
test3411,11,4,0.3636,4,0.3636
test3412,8,4,0.5,4,0.5
test3413,8,4,0.5,4,0.5
test3414,8,8,1.0,5,0.625
test3415,9,4,0.4444,4,0.4444
test3416,10,7,0.7,,
test3417,10,8,0.8,,
test3418,9,6,0.6667,,
test3419,9,3,0.3333,3,0.3333
test3420,7,4,0.5714,4,0.5714
test3421,11,,,,
test3422,8,6,0.75,6,0.75
test3423,10,,,10,1.0
test3424,9,8,0.8889,9,1.0
test3425,8,7,0.875,8,1.0
test3426,10,5,0.5,5,0.5
test3427,9,6,0.6667,8,0.8889
test3428,8,5,0.625,,
test3429,8,4,0.5,4,0.5
test3430,7,6,0.8571,6,0.8571
test3431,8,7,0.875,7,0.875
test3432,8,,,,
test3433,8,,,,
test3434,8,6,0.75,6,0.75
test3435,12,7,0.5833,7,0.5833
test3436,13,13,1.0,,
test3437,13,8,0.6154,8,0.6154
test3438,7,4,0.5714,3,0.4286
test3439,10,5,0.5,5,0.5
test3440,8,,,,
test3441,8,8,1.0,,
test3442,8,2,0.25,2,0.25
test3443,8,4,0.5,4,0.5
test3444,8,5,0.625,5,0.625
test3445,8,,,,
test3446,7,,,,
test3447,8,5,0.625,4,0.5
test3448,9,3,0.3333,3,0.3333
test3449,10,4,0.4,,
test3450,8,5,0.625,5,0.625
test3451,8,3,0.375,2,0.25
